"voted2004","gender","ageY","ageC","educationC","incomeC","partyAffiliation","percentAttended"
"no","F",38.1538629897133,"(36.7,45.8]","postsec","35k-75k","Republican",0.625
"yes","M",39.2974392646093,"(36.7,45.8]","primary","35k-75k","Republican",0.431818181818182
"yes","F",49.2777413000657,"(45.8,54.2]","secondary","35k-75k","Democrat",0.568181818181818
"yes","F",58.6288028014883,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.310344827586207
"yes","F",46.2738017071569,"(45.8,54.2]","primary","> 75k","Unaffiliated/Other",0.136363636363636
"yes","F",42.1782665791202,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.159090909090909
"yes","M",49.4665134602758,"(45.8,54.2]","primary","35k-75k","Democrat",0.363636363636364
"no","M",87.8830159772379,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.590909090909091
"yes","F",56.7301378857518,"(54.2,108]","secondary","> 75k","Republican",0.272727272727273
"yes","F",38.071788137448,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.318181818181818
"yes","F",38.3973517181002,"(36.7,45.8]","secondary","35k-75k","Republican",0.545454545454545
"yes","M",37.9869774567739,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.318181818181818
"yes","M",27.5443204202232,"(19.2,36.7]","postsec","35k-75k","Unaffiliated/Other",0
"yes","M",45.5570146640403,"(36.7,45.8]","secondary","> 75k","Republican",0.384615384615385
"yes","M",45.4776756401838,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.115384615384615
"yes","F",68.3656161085577,"(54.2,108]","secondary","> 75k","Democrat",0.613636363636364
"yes","F",52.0847012475378,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.125
"yes","F",42.0442109870869,"(36.7,45.8]","primary","35k-75k","Republican",0.227272727272727
"yes","M",66.7569490041585,"(54.2,108]","secondary","35k-75k","Democrat",0.613636363636364
"yes","M",55.7260888597067,"(54.2,108]","primary","< 35k","Democrat",0.227272727272727
"no","M",42.9333552199606,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.125
"no","F",37.5218866272707,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.0344827586206897
"yes","M",47.4255854672795,"(45.8,54.2]","primary","35k-75k","Democrat",0.522727272727273
"yes","M",56.5659881812213,"(54.2,108]","primary","35k-75k","Republican",0.340909090909091
"yes","M",61.6382140512147,"(54.2,108]","postsec","35k-75k","Democrat",0.431818181818182
"yes","M",30.9914642153644,"(19.2,36.7]","secondary","35k-75k","Democrat",0.210526315789474
"no","M",34.9720945502298,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.307692307692308
"yes","F",46.4762530094113,"(45.8,54.2]","secondary","> 75k","Democrat",0.289473684210526
"yes","M",32.523528124316,"(19.2,36.7]","secondary","> 75k","Democrat",0.113636363636364
"no","F",33.1719194572116,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.0909090909090909
"yes","F",42.2603414313854,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.0681818181818182
"yes","M",42.6679798643029,"(36.7,45.8]","postsec","< 35k","Unaffiliated/Other",0.1875
"yes","F",44.2301378857518,"(36.7,45.8]","secondary","35k-75k","Democrat",0.421052631578947
"no","M",23.5773692274021,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.235294117647059
"no","M",26.578572991902,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0384615384615385
"yes","M",32.3374917925148,"(19.2,36.7]","secondary","35k-75k","Republican",0.230769230769231
"yes","F",38.5341431385424,"(36.7,45.8]","secondary","35k-75k","Republican",0.28125
"yes","M",49.2585905012038,"(45.8,54.2]","secondary","< 35k","Republican",0.318181818181818
"yes","F",49.5376449989057,"(45.8,54.2]","postsec","> 75k","Republican",0.526315789473684
"yes","F",55.1187349529438,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.295454545454545
"no","F",57.4578682425038,"(54.2,108]","primary","35k-75k","Democrat",0.365853658536585
"yes","F",52.2898883782009,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.431818181818182
"yes","M",24.4528343182316,"(19.2,36.7]","secondary","35k-75k","Republican",0.2
"yes","M",47.6335084263515,"(45.8,54.2]","secondary","35k-75k","Republican",0.25
"no","M",20.1329612606697,"(19.2,36.7]","secondary","35k-75k","Democrat",0.6
"yes","M",49.9808492011381,"(45.8,54.2]","postsec","35k-75k","Republican",0.136363636363636
"yes","M",66.7733639746115,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.431818181818182
"no","F",43.2124097176625,"(36.7,45.8]","primary","> 75k","Unaffiliated/Other",0.125
"yes","M",39.1086671043992,"(36.7,45.8]","secondary","35k-75k","Republican",0.318181818181818
"yes","M",72.693696651346,"(54.2,108]","secondary","35k-75k","Democrat",0.272727272727273
"yes","M",51.8330050339243,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.386363636363636
"yes","F",49.8577369227402,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.105263157894737
"yes","M",45.3928649595097,"(36.7,45.8]","secondary","35k-75k","Democrat",0.590909090909091
"yes","M",55.8382578244693,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.272727272727273
"no","F",62.6176406215802,"(54.2,108]","secondary","> 75k","Unaffiliated/Other",0.136363636363636
"yes","M",62.0349091704968,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.219512195121951
"yes","F",51.8220617202889,"(45.8,54.2]","secondary","< 35k","Democrat",0.363636363636364
"yes","M",28.6550667542132,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0714285714285714
"yes","F",55.2473188881593,"(54.2,108]","postsec","> 75k","Unaffiliated/Other",0.204545454545455
"yes","F",68.1959947472095,"(54.2,108]","primary","> 75k","Republican",0.386363636363636
"yes","F",28.6961041803458,"(19.2,36.7]","secondary","> 75k","Republican",0.28125
"yes","M",50.3282994090611,"(45.8,54.2]","postsec","> 75k","Democrat",0.5
"yes","M",34.4632304661852,"(19.2,36.7]","postsec","> 75k","Republican",0.289473684210526
"no","M",42.8102429415627,"(36.7,45.8]","primary","35k-75k","Democrat",0.5
"no","F",33.0980520901729,"(19.2,36.7]","postsec","> 75k","Democrat",0.59375
"yes","M",37.5793390238564,"(36.7,45.8]","primary","35k-75k","Republican",0.204545454545455
"yes","M",48.0657693149486,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.272727272727273
"yes","M",56.2732545414752,"(54.2,108]","secondary","> 75k","Democrat",0.613636363636364
"yes","M",39.3630991464215,"(36.7,45.8]","secondary","35k-75k","Republican",0.241379310344828
"yes","F",77.0080980520902,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.0681818181818182
"yes","F",39.0922521339462,"(36.7,45.8]","secondary","35k-75k","Democrat",0.230769230769231
"no","M",38.1046180783541,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0.272727272727273
"no","M",19.9578682425038,"(19.2,36.7]","postsec","> 75k","Unaffiliated/Other",0.125
"no","M",29.6536441234406,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0
"yes","F",39.7898883782009,"(36.7,45.8]","primary","> 75k","Unaffiliated/Other",0.317073170731707
"no","F",46.9987962355001,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.0857142857142857
"yes","M",84.8380389581965,"(54.2,108]","secondary","> 75k","Democrat",0.522727272727273
"yes","M",39.6886627270738,"(36.7,45.8]","primary","35k-75k","Republican",0.423076923076923
"yes","F",46.342197417378,"(45.8,54.2]","primary","35k-75k","Republican",0.394736842105263
"yes","F",23.2545414751587,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.0714285714285714
"yes","F",78.1106369008536,"(54.2,108]","primary","35k-75k","Republican",0.454545454545455
"no","M",32.4606040709127,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0
"no","F",56.8450426789232,"(54.2,108]","postsec","35k-75k","Unaffiliated/Other",0.285714285714286
"yes","M",54.3499671700591,"(54.2,108]","secondary","35k-75k","Republican",0.386363636363636
"yes","M",86.2305756182972,"(54.2,108]","secondary","35k-75k","Republican",0.227272727272727
"yes","F",40.5586561610856,"(36.7,45.8]","secondary","35k-75k","Republican",0.560975609756098
"yes","F",48.197089078573,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",38.5505581089954,"(36.7,45.8]","postsec","> 75k","Democrat",0.357142857142857
"yes","F",33.0488071788137,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.1
"no","M",58.1226745458525,"(54.2,108]","postsec","> 75k","Democrat",0.704545454545455
"yes","M",48.2983147297002,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.295454545454545
"no","M",59.2087984241628,"(54.2,108]","primary","< 35k","Democrat",0.477272727272727
"yes","M",55.4032611074633,"(54.2,108]","secondary","> 75k","Democrat",0.181818181818182
"yes","F",23.317465528562,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0
"no","F",42.3342087984242,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.25
"no","F",28.3048807178814,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0
"no","F",30.4497701904137,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.0769230769230769
"no","M",22.8222805865616,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.142857142857143
"yes","F",21.342197417378,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.125
"yes","F",38.939045743051,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.204545454545455
"yes","M",40.5312978769972,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.275862068965517
"no","M",59.0063471219085,"(54.2,108]","postsec","35k-75k","Democrat",0.454545454545455
"yes","M",21.3859706719195,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.0909090909090909
"yes","M",21.913985554826,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",51.0642372510396,"(45.8,54.2]","primary","> 75k","Democrat",0.210526315789474
"yes","F",45.0180564674984,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.159090909090909
"yes","F",51.7016852702998,"(45.8,54.2]","postsec","35k-75k","Unaffiliated/Other",0.159090909090909
"no","F",37.8392427226964,"(36.7,45.8]","secondary","35k-75k","Democrat",0.390243902439024
"yes","M",53.3787480849201,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.386363636363636
"yes","M",61.4932151455461,"(54.2,108]","postsec","< 35k","Republican",0.454545454545455
"yes","F",62.1087765375356,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.181818181818182
"yes","F",45.3490917049683,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.0789473684210526
"yes","F",50.9383891442329,"(45.8,54.2]","secondary","35k-75k","Democrat",0.295454545454545
"no","M",46.1233311446706,"(45.8,54.2]","secondary","35k-75k","Republican",0.411764705882353
"yes","M",55.5810899540381,"(54.2,108]","secondary","> 75k","Republican",0.409090909090909
"yes","M",44.8210768220617,"(36.7,45.8]","secondary","35k-75k","Democrat",0.386363636363636
"yes","F",28.8110089735172,"(19.2,36.7]","postsec","35k-75k","Unaffiliated/Other",0.125
"yes","F",55.5920332676735,"(54.2,108]","secondary","> 75k","Democrat",0.386363636363636
"yes","F",49.6169840227621,"(45.8,54.2]","secondary","> 75k","Republican",0.568181818181818
"yes","M",53.7015758371635,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.0714285714285714
"yes","F",46.2218209673889,"(45.8,54.2]","secondary","> 75k","Republican",0.631578947368421
"yes","F",63.3699934340118,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.0909090909090909
"yes","F",21.6869117968921,"(19.2,36.7]","secondary","35k-75k","Republican",0.125
"no","M",24.4473626614139,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0
"yes","F",40.1291311008974,"(36.7,45.8]","postsec","35k-75k","Unaffiliated/Other",0.159090909090909
"yes","M",20.942766469687,"(19.2,36.7]","secondary","< 35k","Democrat",0.125
"no","M",40.2358284088422,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",24.6771722477566,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.15
"yes","F",46.4817246662289,"(45.8,54.2]","postsec","35k-75k","Unaffiliated/Other",0.409090909090909
"yes","M",54.7603414313854,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.25
"no","M",53.9669511928212,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.0714285714285714
"no","F",48.8755745239659,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",23.3065222149267,"(19.2,36.7]","secondary","35k-75k","Republican",0.411764705882353
"yes","M",70.7102210549354,"(54.2,108]","secondary","< 35k","Democrat",0.342857142857143
"no","F",50.971219085139,"(45.8,54.2]","postsec","35k-75k","Democrat",0.45
"yes","F",32.5289997811337,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.153846153846154
"no","F",76.7974392646093,"(54.2,108]","secondary","35k-75k","Democrat",0.295454545454545
"no","F",63.8815933464653,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",51.439045743051,"(45.8,54.2]","secondary","35k-75k","Republican",0.613636363636364
"yes","M",61.5096301159991,"(54.2,108]","primary","35k-75k","Democrat",0.204545454545455
"yes","F",45.0399430947691,"(36.7,45.8]","secondary","35k-75k","Democrat",0.0789473684210526
"yes","F",55.5455241847231,"(54.2,108]","secondary","> 75k","Republican",0.295454545454545
"no","M",65.637995184942,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0
"yes","M",74.4008535784636,"(54.2,108]","secondary","35k-75k","Democrat",0.477272727272727
"yes","M",42.9552418472313,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.25
"yes","M",22.6116217990808,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0
"yes","F",42.8622236813307,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.272727272727273
"yes","F",45.5816371197199,"(36.7,45.8]","secondary","35k-75k","Republican",0.6
"yes","M",48.2791639308383,"(45.8,54.2]","postsec","> 75k","Unaffiliated/Other",0.341463414634146
"no","F",41.0073320201357,"(36.7,45.8]","primary","< 35k","Unaffiliated/Other",0.454545454545455
"yes","M",54.5660976143576,"(54.2,108]","postsec","35k-75k","Unaffiliated/Other",0.340909090909091
"yes","F",42.4162836506894,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",43.0975049244911,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.131578947368421
"yes","F",65.7583716349311,"(54.2,108]","primary","35k-75k","Republican",0.522727272727273
"yes","F",38.7639527248851,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.295454545454545
"no","F",51.6059312759904,"(45.8,54.2]","postsec","35k-75k","Unaffiliated/Other",0.113636363636364
"no","F",54.5825125848107,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0.25
"yes","M",57.4606040709127,"(54.2,108]","secondary","35k-75k","Republican",0.318181818181818
"yes","M",68.9127817903261,"(54.2,108]","primary","35k-75k","Democrat",0.55
"yes","F",43.6173123221712,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.341463414634146
"no","F",23.0137885751806,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0
"yes","M",49.2804771284745,"(45.8,54.2]","secondary","35k-75k","Republican",0.272727272727273
"yes","F",51.0259356533158,"(45.8,54.2]","secondary","35k-75k","Democrat",0.318181818181818
"yes","F",43.2507113153863,"(36.7,45.8]","secondary","> 75k","Republican",0.390243902439024
"yes","M",48.6156708251259,"(45.8,54.2]","postsec","> 75k","Republican",0.3
"yes","F",63.1976362442548,"(54.2,108]","postsec","35k-75k","Democrat",0.568181818181818
"yes","F",38.4575399430948,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.0681818181818182
"yes","F",58.8531407310134,"(54.2,108]","secondary","35k-75k","Republican",0.545454545454545
"yes","F",33.4810680674108,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.131578947368421
"no","F",40.5504486758591,"(36.7,45.8]","secondary","< 35k","Democrat",0.568181818181818
"yes","M",61.9856642591377,"(54.2,108]","postsec","35k-75k","Democrat",0.409090909090909
"yes","M",56.2322171153425,"(54.2,108]","postsec","> 75k","Republican",0.318181818181818
"yes","F",22.3489822718319,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0
"yes","M",48.8865178376012,"(45.8,54.2]","secondary","35k-75k","Republican",0.409090909090909
"yes","F",39.2181002407529,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0
"yes","M",66.8882687677829,"(54.2,108]","primary","35k-75k","Republican",0.181818181818182
"yes","M",56.3471219085139,"(54.2,108]","postsec","> 75k","Democrat",0.363636363636364
"yes","M",51.2448019260232,"(45.8,54.2]","postsec","< 35k","Unaffiliated/Other",0.568181818181818
"yes","M",66.4833661632742,"(54.2,108]","primary","> 75k","Democrat",0.454545454545455
"no","M",40.9553512803677,"(36.7,45.8]","postsec","35k-75k","Unaffiliated/Other",0.181818181818182
"no","M",58.1691836288028,"(54.2,108]","secondary","> 75k","Unaffiliated/Other",0.137931034482759
"no","F",20.9236156708251,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0
"yes","F",42.9634493324579,"(36.7,45.8]","secondary","> 75k","Democrat",0.344827586206897
"no","M",47.9399212081418,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.0434782608695652
"yes","F",28.9669511928212,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0869565217391304
"no","F",25.7578244692493,"(19.2,36.7]","primary","> 75k","Unaffiliated/Other",0.113636363636364
"yes","M",43.1467498358503,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.272727272727273
"yes","M",79.8752462245568,"(54.2,108]","primary","35k-75k","Republican",0.659090909090909
"yes","M",42.3123221711534,"(36.7,45.8]","secondary","35k-75k","Republican",0.295454545454545
"no","F",40.5012037644999,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.375
"yes","M",33.1035237469906,"(19.2,36.7]","secondary","35k-75k","Republican",0.227272727272727
"yes","M",42.2876997154738,"(36.7,45.8]","primary","< 35k","Democrat",0.184210526315789
"yes","M",26.4226307725979,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.25
"no","M",53.5565769314949,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.409090909090909
"yes","M",42.1892098927555,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.295454545454545
"yes","F",55.8464653096958,"(54.2,108]","postsec","35k-75k","Unaffiliated/Other",0.214285714285714
"yes","F",59.0911578025826,"(54.2,108]","secondary","35k-75k","Republican",0.5
"no","M",27.8698840008755,"(19.2,36.7]","postsec","35k-75k","Unaffiliated/Other",0.0714285714285714
"yes","M",38.4219741737798,"(36.7,45.8]","secondary","35k-75k","Republican",0.09375
"yes","M",32.0146640402714,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.142857142857143
"yes","F",22.693696651346,"(19.2,36.7]","primary","> 75k","Unaffiliated/Other",0.363636363636364
"yes","M",48.3420879842416,"(45.8,54.2]","secondary","35k-75k","Democrat",0.236842105263158
"yes","M",77.3774348872839,"(54.2,108]","primary","35k-75k","Republican",0.431818181818182
"no","F",24.7072663602539,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0
"yes","M",24.9206609761436,"(19.2,36.7]","postsec","> 75k","Unaffiliated/Other",0.181818181818182
